Item_id,Item_key,계란,우유,땅콩,견과류,밀,갑각류,대두,메밀,쇠고기,돼지고기,닭고기,생선,과일,Nutrition,Ingredient
3.jpg,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,Kurly's|동물 복지 유정|6.5cm|리가 제안 하는 동물 복지 유|닭한 마리당 정사 무 항생제 낳은 건강한 달걀|0.1m² 이상의 활동 공간 을 보장 한 영양 균형 이 뛰어난 사료 를 먹고 자란 말이 한 끗 하게 세척 집앞 까지 냉장 배송|6.5cm|P|16.5cm|500ml|12cm|355ml|**|제품명 : 동물 복지 유정란|식품 유형 : 식용란 원산지 : 국내산|내용량 : 20 개입 ( 1.04kg ) / 대란|동물 복지|무 항생제|안전 관리 인증|냉장 보관 ( 0 ~ 10 ℃ )|ALA|HACCP|NOWO|BEAUNAY 농림 축산 검역 본부 FANCESS|YSTUURY|유통 기한 및 보관 방법 전면 표기 일 까지 | 냉장 보관 ( 0 ~ 10 ℃ )|생산자|농장명 및 인증 정보 : 전면 우측 하단 표시 | 이력 번호 : 난각 에 별도 표시|• 식용란 수집 판매원 F- 조인 ( 주 ) / 충청북도 음성군 금왕읍 성산 단 4 로 208|( 취급자 / 포장 장소 ) F2- 농업 회사 법인 조인 ㈜ 서이천 지점 / 경기도 이천시 신둔면 증신 로 451 식용란 수집 판매원 ㈜ 컬리 / 서울 특별시 강남구 테헤란로 133 한국 타이어 빌딩 고객 행복 센터 1644-1107|• 본 유정란 은 식용 상품 이므로 부화 용 으로 적합 하지 않을 수 있습니다 .|구입 후 냉장 보관 하여 주십시오 .|· 유통 과정 중 변질 | 파손 된 제품 은 본사 및 구입처 에서 교환 또는 환불 해드립니다 . 이 제품 은 공정 거래 위원회 고시 소비자 분쟁 해결 기준 에 의거 | 교환 또는 보상 을 받을 수 있습니다 .|· 사용 후 포장재 는 반드시 분리 배출 하여 주십시오 .|· 부정 · 불량 식품 신고 는 국번 없이 1399|Kurly's 동물 복지 유정란 20 구
30.jpg,30,0,1,0,0,0,0,0,0,0,0,0,0,0,,6.5cm|16.5cm|500ml|ᆞ 제품명 : 요즘 플레인 그릭 요거트 내용량 : 500g ( 525kcal ) • 농후 발효유|• 품목 보고 번호 : 20160262108200|• 원재료 및 함량 : 우유 ( 국내산 ) 99.9 % | 유산균 혼합 분말 ( 덴마크 산 ) 0.1 %|( 우유 : 파스 퇴 라이 제이션 )|· 유통 기한 : 별도 표기 일 까지 보관 방법 : 냉장 보관 0 ~ 10 ℃ · 제조원 및 소재지 주 요즘 ( YOZM ) 경기도 성남시 중원구 갈 마치 로 314 | 3 층 301 ~ 304 ( 상대원동 | 센트럴 비즈 타워 ) ㆍ 반품 및 교환 처 : 지점 및 대리점 구입처 · 소비자 상담실 : ( 031 ) 747-7174|• 개봉 후 반드시 냉장 보관 하시고 유통 기한 이내 라도 빠른 시일 내에 드 시기 바랍니다 .|• 요거트 위에 생기는 액체 는 유청 으로 변질 현상 이 아니니 안심 하고 드셔 도 좋습니다 .|• 본 제품 은 공정 거래 위원회 고시 소비자 분쟁 해결 기준 에 의거 교환 또는 보상 받을 수 있습니다 .|· 내 포장 재질 : 폴리 프로필렌 ( 용기 | 실링 ( 내면 ) ) • 본 제품 은 호두 가 함유 된 제품 과 같은 제조 시설 에서 제조 하고 있습니다 .|· 부정 | 불량 식품 신고 는 국번 없이 1399 우유 함유 ||1 회 제공량 ( 100g ) 당|열량 나트륨 탄수화물 당류 지방 트랜스 지방 포화 지방 콜레스테롤 단백질|105 2 % 1 % 2.4 % 13 % kcal 32mg 4g 2.4g 7.2g|21 %|7 % 11 %|0.6g|3.2g 20mg 6g|* 1 일 영양 성분 기준치 에 대한 비율 ( % ) 은 2|000kcal 기준 이므로 개인 의 필요 열량 에 따라 다를수 있습니다 .|YOZM 플레인 그릭 요거트 ( 500g )
31.jpg,31,1,1,0,0,1,0,1,0,1,0,1,0,0,,6.5cm|1|16.5cm|500ml|식품 유형|포장육 ( 비 살균 제품 / 냉동 제품 )|[ kims butcher ]|제품명|냉동 돌돌 말이 삼겹살 ( 스페인 ) 내용량 500g|원산지|스페인|보관 방법 -18 ℃ 이하 냉동 보관|부위 명 ( 용도 )|돼지 고기 ( 삼겹살 ( 구이용 ) }|돼지 고기 ( 삼겹살 ) 100 % 돼지 고기 함유|원재료 명 및 함량|이력 번호|포장 재질 용기 : 복합 재질 ( OTHER ) | 필름 : 폴리에틸렌 ( PE )|유통 기한|제조원 ㈜ 부산 축산 부산 광역시 강서구 녹산 산단 382 로 59 번길 7 ( 송정동 )|● 이미 냉동 된 바 있으니 해동 후 재 냉동 하지 마세요|● 본 제품 은 바 살균 제품 이므로 반드시 가열 후 완전히 익혀 드 십시오|● 본 제품 은 쇠고기 | 닭고기 | 대두 | 밀 | 우유 | 토마토 | 계란 | 아황산 류 를 사용 하는 제품 과 같은 시설 에서 제조 하고 있습니다 .|● 본 제품 은 공정 거래 위원회 고시 소비자 분쟁 해결 기준 에 의거 교환 또는 보상 받으실 수 있습니다 .|● 부정 · 불량 식품 신고 는 국번 없이 1399|● 반품 및 교환 장소 : 판매원|안전 관리 인증|HACCP|냉동 보관 OTHER|kim's butcher 냉동 돌돌 말이 삼겹살 ( 500g )
34.jpg,34,0,1,1,0,1,0,1,1,1,0,1,0,0,,6.5cm|16.5cm|500ml|국내산 새 꼬막|연합 식당|부추 꼬 막장|제품명 품목 보고 번호|연안 식당 부추 꼬 막장|| 기타 수산물 가공품 ( 가열 하|식품 유형 지 않고 섭취 하는 냉동 식품 ) 150g|200103770921651 내용량|새 꼬막 살 ( 새 꼬막 : 국내산 ) | 정제수 | 부추 ( 국내산 ) | 혼합 간장 [ 산 분해 간장 ( 탈지 대두 : 외국산 ) | 양조 간장 ( 탈지 대두 : 인도산 ) | 정제 소금 | 물엿 | L- 글 원재료 명 루 탐산 나트륨 ( 향미 증진제 ) ] | 물엿 [ 옥분 | 쌀가루 | 맥아 | 효소 ] | 소스 | 기타|주류 | 고춧가루 | 마늘 | 설탕 | L- 글루탐산 나트륨 ( 향미 증진제 ) | 액젓 | 복합 | 조미 식품 | 참기름 | 참깨 | 우유 | 대두 | 밀 | 쇠고기 | 조개류 ( 굴 | 꼬막 ) 함유 보관 방법 -18 ℃ 이하 냉동 보관|내 포장 재질|용기 : PET / 뚜껑 : PP /|연합 식당|부추 꼬 막장|유통 기한|제품 상단 표기 일 까지 구입처 및 판매원 ( 주 ) 녹선 / 경기도 가평군 북면 화악산 로 124 번길 15|반품 및 교환|제조원|• 본 제품 은 알류 | 메밀 | 땅콩 | 고등어 | 새우 | 게 | 돼지 고기 | 복숭아 | 토마토 | 아황산 류 | 호두 | 닭고기 | 오징어 | 조개류 ( 전복 | 홍합 | 잣 을 사용한 제품 과 같은 제조 시설 에서 제조 하고 있습니다 . 냉장 해동 후 섭취 하십시오 .|이 제품 은 이미 냉동 된 바 있으니 해동 후 재 냉동 시키지 마시기 바랍니다 .|꼬막 원물 특성 상 껍질 이 혼입 될 수 있으니 주의 바랍니다 .|- 해동 된 제품 은 변질 우려 가 있으니 빨리 섭취 하시기 바랍니다 .|• 본 제품 은 공정 거래 위원회 고시 소비자 분쟁 해결 기준 에 의거 교환 또는 보상 받을 수 있습니다 .|· 부정 불량 식품 신고 는 국번 없이 1399|ㆍ 반품 및 교환 : 구입처 및 판매원 · 고객 상담 전화 : 1588-7031|연안 식당 부추 꼬막 비빔장 ( 150g )
35.jpg,35,0,1,1,0,1,0,1,0,1,0,1,0,0,"총 내용량 750g 1 인분 ( 750g ) 당 693kcal |100g 당 1 일 영양 성분 기준치 에 대한 비율 |나트륨 |537mg |27%|0g |트랜스 지방 |탄수화물 |17g |1%|0.2g |포화 지방 |당류 |0.2g |0%|2%|55mg |콜레스테롤 단백질 |지방 |1.3g |2%|5%|2.98 |1 일 영양 성분 기준치 에 대한 비율 (%|) 은 2,000 kcal 기준 이므로 개인 의 필요 열량 에 따라 다를 수 있습니다 .%",하노이 를 담은 한 그릇 | 마이 하노이|마 이하 노 이|고기 폭탄 쌀국수|MY HÀN GI|1474|6.5cm|20|16.5cm|500ml|750g ( 63kcal|*|201|69.6 % | 숙면 20 % | 소고기 6.67 %|ㄴㄴ|제품명|마이 하노이 고기 폭탄 쌀국수 내용량|750g|식품 유형|즉석 조리 식품 ( 가열 하여 섭취 하는 냉동 식품 )|품목 보고 번호|202103788193|제조원|( 주 ) 호경 에프씨 | 경기도 김포시 통진읍 김포 대로 1950 번길 85-5 2 층|유통 전문 판매원|( 주 ) 딜런 티 서울시 성동구 성수 이로 51 | 609 호 ( 성수동 2 가 | 서울 숲 한라 시그마 벨리 )|고객 상담 번호 보관 방법 반품 및 교환|02-333-5585|-18 ℃ 이하 냉동 보관|별도 표기 일 까지 ( 제조일 로부터 12 개월 )|유통 기한|구입처 및 판매원 • 이 제품 은 알류 | 땅콩 | 고등어 | 게 | 새우 | 돼지 고기 | 복숭아 | 토마토 | 아황산 류 호두 | 닭고기 | 쇠고기 | 오징어 조개류 ( 굴 | 전복 | 홍합 포함 ) | 잣 을 사용한 제품 과 같은 제조 시설 에서 제조 하고 있습니다 .|알레르기 유발 물질 소고기 돼지 고기 | 대두 | 우유 | 밀 함유|ㆍ 제품 수령 후 바로 냉동 보관 해주시고 개봉 한 제품 은 변질 의 우려 가 있으니 가능한 한 빨리 섭취 하시기 바랍니다 . 이 제품 은 이미 냉동 된 바 있으니 해동 후 다시 냉동 하지 마시길 바랍니다 . • 면 은 해동 하지 않은 채로 냄비 등 의 조리 기구 를 이용 하여 충분히 가열 하여 드 십시오|주의 사항|• 동봉 된 육수 는 표기된 해동 방법 중 하나 를 선택 하여 알맞게 해동 하여 끓인 뒤 섭취 하십시오|• 조리 시 화상 및 화재 에 주의 하십시오|정제수 69.6 % | 숙면 [ 쌀가루 ( 태국산 ) | 변성 전분 ( 태국산 ) | 복합 조미 식품 | 정제 소금 ] 20 % | 소고기 ( 미국산 | 호주산 | 뉴질랜드 산 ] 6.67 % | 소스 ( 소스 ( 향신료 추출액 ( 스타 아니스 베트남 산 ) 비프 엑기스 | L- 글루탐산 나트륨 | 조미 액젓 ( 베트남 산 ) | 피쉬 소스 ( 베트남 산 ) ] | 양파 ( 국산 ) | 실파 [ 국산 ] 건 양파 칩 | 팔각 향잎 [ 베트남 산 ] 통계 피 [ 베트남 산 ) | 건 생강 [ 중국산 ) | 사골 ( 호주산 ]|원재료 명
36.jpg,36,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.5cm|PRES|W|Zespri|썬 골드 키위|16.5cm|ZAY|500ml|· 제품명 : 세스 퍼 의 연 골드 키위|세요|· 원산지 : 뉴질랜드|ᆞ 제품명 : 제스프리 썬 골드 키위 · 포장 단위 : 팩|· 판매원 : KKMC . 부정 · 불량 식품 신고 는 국번 없이 1399|제스프리 뉴질랜드 골드 키위
37.jpg,37,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.5cm|16.5cm|500ml|저탄소 GAP 샤인 머스 캣 포도
38.jpg,38,1,1,1,0,1,0,1,1,1,0,1,0,0,,6.5cm|탄 단지|시래기 밥 &|매콤 오징어 볶음|200g ( 299kcal )|16.5cm|500ml|시래기 표고 밥 55 % | 비엔나 20 % 오징어 볶음 15 % | 볶음 김치 10 %|제품명 | 시래기 밥 & 매콤 오징어 볶음 내용량 200g ( 299kcal ) 식품 의 유형 즉석 조리 식품 ( 가열 하여 섭취 하는 냉동 식품 품목 보고 번호 20220493563-3|시래기 표고 밥 55.0 % ( 쌀 50.89 % ( 국산 ) | 무청 시래기 나물 2349 % ( 국산 ) 보리 국산 ) 소스 | 대파 | 무말랭이 들기 를 양조 간장 건 표고 슬라이스 1.17 % ( 국산 ) | 현미유 | 정제 소금 ( 청양 비 언니 20.0 % ( 닭고기 75.13 % 가슴살 국산 ( 정제수 콩기름 대두유 : 외국산 ) | 청양 고추 ( 국산 ) | 다시마 엑기스 난백분 | 복합 허브 분말 파슬리 후레이크 오징어 볶음 15 % 오징어 65.95 % 중국산 당근 양파 담 쭈꾸미 소식 ( 고춧가루 ( 중국산 ( 이형 ( 레돈 농축 과즙 ( 이스라엘 산 레온 100 % ) | 정백당 다시다 쇠고기 ( 쇠고기 양념 분말 | 중국산 ) 마늘 중국산 볶은 김치 10 % 배추 김치 국산 $ 1.88 % { 배추 ( 국산 고춧가루 ( 국산 대파 마늘 ( 국산 ) 사우 전 정제소 금양 과 생각 설탕 L- 글루탐산 나트륨 ( 장미 증진제 대두 의 외국 국 베트남 아르헨티나 등 백설 학 강사 서부 폴란드 [ 복합 조미 식품|원재료 명|및 함량|탄 단지|고춧가루 ( 중국산 ) 가공 소금 ] 우유 | 대두 | 밀 | 난류 | 닭고기 | 쇠고기 | 새우 | 오징어 | 조개류 ( 굴 ) 함유 ||시래기 밥 &|유통 기한|매콤 오징어 볶음 200g ( 299kcal )|상단 표기 일 까지|보관 방법 -18 ℃ 이하 냉동 보관|제조원 및 판매원|( 주 ) 푸드 인 모닝 스타|경기도 파주시 월롱면 엘지 로 360 번길 191-17|소비자 상담실 070-4130-9419 반품 및 교환 제조원 및 판매처|용기 폴리 프로필렌 ( PP ) | 상단 필름 - 폴리에틸렌 ( PE ) 사용 후 포장재 는 반드시 분리 배출 하여 주십시오 .|용기 ( 포장 ) 재질 )|· 본 제품 은 돼지 고기 | 메밀 | 땅콩 | 고등어 | 게 | 조개류 ( 홍삼 | 전복 ) | 복숭아 | 토마토 | 호두 | 잣 | 아황산 류 를 사용한 제품 과 같은 제조 시설 에서 제조 하고 있습니다 .|고맙 55 % 비엔나 20 % 10 %|오징어 볶음 15 %|- 본 제품 은 공정 거래 위원회 고시 소비자 분쟁 해결 기준 에 의거 교환 또는 보상 받으실 수 있습니다 .|- 개봉 후에 는 변질 우려 가 있으니 가급적 빨리 드 시기 바랍니다 . 부정 불량 식품 신고 는 국번 없이 1399 영양 성분|총 내용량 200g 299 Kcal|탄수화물 39.04g 12 % | 당류 5.76g 6 % | 단백질 14.62g 27 % 지방 9.4g 17 % 트랜스 지방 0g|포화 지방 1.5g 10 % 콜레스테롤 62.82 mg 2|나트륨 734.7 mg 37 %|1 일 영양 성분 기준치 에 대한 비율 ( % ) 은 2|000kcal 기준 이므로 개인 의 필요 열량 에 따라 다를 수 있습니다 .|탄 단지 시래기 밥 & 매콤 오징어 볶음|제품명 곤드레 나물밥 & 돈육 숯불 구이 내용량 200g ( 358kcal )|식품 의 유형 즉석 조리 식품 ( 가열 하여 섭취 하는 냉동 식품 품목 보고 번호 20020493563-4 곤드레 나물밥 55.0 % ( 쌀 ( 65.13 % ( 국산 ) | 곤드레 나물 25.06 % ( 국산 ) | 냉동 밥 조이 맥 카놀라유 | ( 정제 소금 | 참기름 ( 돈육 숯불 구이 ( 22.5 % | 돼지 전지 스페인산 80 % 소시 고춧가루 ( 중국산 베트남 산 ) | 혼합 간장 ( 탈지 대두 : 외국산 ( 인도산 | 미국산 | 중국산 ) | 밀 : 미국산 정제 소금 : 국사 - 그랑 시 인트 류 미 증진제 가배 ( 국내산 ) 설탕 고추장 ( 일 ( 미국산 | 호주산 ) | 고춧가루
4.jpg,4,0,1,1,0,1,0,1,1,1,0,1,0,0,,6.5cm|홍 쭈꾸미|16.5cm|500ml|CCUUUUND|AA|300 % 78 % or|서울시|제품 명 홍대 쭈꾸미 약간 매운맛|식품 유형|기타 수산물 가공품 ( 가열 하여 섭취 하는 냉동 식품 )|영업장 의 명칭 및 소재지|모모 프렌즈 / 경기도 남양주시 진접읍 경복대 로 212 번길 98-10|주꾸미 ( 베트남 산 ) 78 % | 고추장 ( 고추 양 념 ( 중국산 ) | 물엿 | 정제수 | 소맥분 ( 밀 : 미 국 | 호주산 ) | 정제 소금 | 주정 | 설탕 | 냉동 다|원재료 명 진 마늘 ( 중국산 ) | L- 글루탐산 나트륨 ( 향미 증|진제 ) | 고춧가루 | 향미 유 | 복합 조미 식품 | 천연 향|신료 | 기타 가공품|대두 | 밀 | 쇠고기 | 닭고기 | 우유 | 조개류 ( 굴 ) 함유|포장 재질 ( 내면 ) 폴리에틸렌 ( PE ) 유통 기한 별도 표기 일 까지 품목 보고 번호 20200349242-1 · 반품 및 교환 장소 : 판매원 및 구입처|• 보관 방법 : 냉동 보관 ( -18 ℃ 이하 )|- 고객 센터 : 031-528-5162|본 제품 은 냉동 제품 으로 해동 후 재 냉동 시키지 마시길 바랍니다 .|• 본 제품 은 공정 거래 위원회 고시 소비자 분쟁 해결 기준 에 의거 교 환 또는 환불 받으실 수 있습니다 .|• 본 제품 은 알류 | 메밀 | 땅콩 | 고등어 | 게 | 새우 | 돼지 고기 | 복숭아 | 토마토 | 아황산 류 | 호두 | 오징어 | 조개류 ( 전복 | 홍합 을 포함 ) | 잣 을 사용한 제품 과 같은 제조 시설 에서 제조 하고 있습니다 .|· 개봉 한 제품 은 변질 의 우려 가 있으니 바로 드 시기 바랍니다 .|· 부정 · 불량 식품 신고 는 국번 없이 1399|홍대 주꾸미 주꾸미 볶음
40.jpg,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.5cm|6.5cm|IAM|GROUND|한숙 토마토|16.5cm|2kg|500ml|22|12cm|355ml|IAM|GROUND|완숙 토마토|2kg / 팩|국산|공급자 : 록 [ 주 ]|원주시 문막읍 개 나루 길 29-22|완숙 토마토 2kg|산지 및 농가 에 따라|배송 되는 패키지 디자인 이 변경 될 수 있습니다
41.jpg,41,1,1,1,0,1,0,1,1,1,0,1,0,0,총 내용량 300g |100 g 당 200 kcal |100g 당 1 일 영양 성분 기준치 에 대한 비율 100g 당 1 일 영양 성분 기준치 에 대한 비율 |나트륨 탄수화물 당류 0g 0%|포화 지방 콜레스테롤 17 mg 6%|단백질%|380 mg 19%|지방%|8.0g 15%|27g 8%|트랜스 지방%|Og |1.1 g 7%|5g 9%,**********|+4|우리|바삭 하게 부쳐 낸|부침 명상|아삭 김치전|SARROW|6.5cm|한|6.5cm|16.5cm|500ml|12cm|355ml|300g|4400 % 251123 % 302 % 함유|제품명|한입 아삭 김치전|식품 의 유형 기타 가공품 ( 유 처리 식품 ) / 가열 하여 섭취 하는 냉동 식품|내용량|300 g|원재료 명|김치 [ 절임 배추 ( 배추 ( 국산 ) } | 고춧가루 ( 중국산 ) | 마늘 | 파 | 새우젓 ] | 밀가루 ( 밀 : 미국산 | 호주산 ) | 정제수 | 기타 수산물 가공품 ( 오징어 ( 외국산 : 페루 | 칠레 | 중국 ) } | 곡류 가공품 ( 밀가루 | 프리믹스 씨즈 닝 2 호 | 정제 소금 | 설탕 | 팽창제 ) | 파 | 대두유 | L- 글루탐산 나트륨 ( 향미 증진제 ) | 설탕 | 복합 조미 식품 우유 | 대두 | 밀 | 쇠고기 | 토마토 | 새우 | 오징어 함유 후면 하단 표기 일 까지 포장 재질 폴리에틸렌 ( 내면 )|유통 기한 제조원|F1 : ㈜ 사옹원 대소 공장 / 충북 음성군 대소면 한삼 로 153 번길 76-17 | F2 : ㈜ 사옹원 맹동 공장 / 충북 음성군 맹동면 두레 로 196|품목 보고 번호 F1 : 20080445208399 F2 : 20210452332100|고객 상담실 (080)653-3355|반품 및 교환 장소 구입처 및 제조원|보관 방법 주의 사항|-18 ℃ 이하 냉동 보관 ( 가정 에서는 냉장고 의 냉동실 보관 )|• 본 제품 은 계란 | 땅콩 | 메밀 | 호두 | 잣 | 아황산 류 | 고등어 | 복숭아 | 게 | 닭고기 | 돼지 고기 | 조개류 ( 굴 | 홍합 | 전복 | 바지락 포함 ) 를 사용한 제품 과 같은 제조 시설 에서 제조 하고 있습니다 .|- 이미 냉동 된 바 있으니 해동 후 재 냉동 시키지 마시길 바랍니다 .|· 부정 · 불량 식품 신고 는 국번 없이 1399|• 본 제품 은 소비자 분쟁 해결 기준 에 의거 교환 또는 보상 받을 수 있습니다 .
43.jpg,43,0,1,1,0,1,0,1,1,0,0,0,0,0,총 내용량 900 mL ( 585 kcal ) |100 mL 당 65 kcal 나트륨 50mg 3%|탄수화물 5g2%|당류 5g5%|| 지방 3.5g 6%|트랜스 지방 0g 포화 지방 2.5 g 17%|콜레스테롤 10 mg 3%|단백질 3g 5%|칼슘 100 mg 14%,안동시 장구류|any|SOGNAR|YONSEL|6.5cm|전용 목장 우유|16.5cm|500ml|전용 목장 1 급 A 원유 사용|900mL ( 585kcal )|냉장 제품 국산 원유 100 %|1A|SA|RT|WW|안전 관리 인증|HACCP|전용 목장|1 급 A 원유 수|국산 우유 사용|제품명|연세대 학교 전용 목장 우유|식품 유형|우유|업소명 및 소재지|연세대 학교 연세 우유 / 충청남도|아산시 음봉면 음봉 로 829|국산 원유 100 %|원재료 명|( 세균 수 기준 1 급 A ) 우유 함유|유통 기한|용기 상단 에 표시 일 까지|보관 방법|0 ~ 10 ℃ 에서 냉장 보관|130 ~ 135 ℃ 에서 2 초 이상|살균 방법|살균 / 균질 | 살균 제품|품목 보고 번호 1993044800110 용기 ( 포장 ) 재질 종이 | 폴리에틸렌 ( 내면 )|• 본 제품 은 대두 | 땅콩 | 알류 | 밀 | 복숭아 | 토 마토 | 호두 | 메밀 | 아황산 류 | 잣 을 사용한 제품 과 같은 시설 에서 제조 하고 있습니다 .|• 개봉 후에도 반드시 냉장 보관 하시고 유통 기 한 이내 라도 빨리 드 시기 바랍니다 .|• 본 제품 은 공정 거래 위원회 고시 소비자 분쟁 해결 기준 에 의거 교환 또는 보상 을 받으실 수 있습니다 .|• 반품 및 교환 장소 : 판매처 및 구입처|• 부정 · 불량 식품 신고 는 국번 없이 1399|• 빈 팩 은 자원 으로 재활용 됩니다 .
44.jpg,44,1,1,1,0,1,0,1,1,1,0,1,0,0,,LF FOOD|MONO|우아 하게 포크 로|KITCHEN|통통 치즈 돈까스|6.5cm|TONG TONG CHEESE PORK CULTET|고|즐기세|16.5cm|500ml|에어 프라이어 조리|200 ℃ 12 분|350g|Peng|제품명 | 통통 치즈 돈까스|내용량 350g|품목 보고 번호 20130435250345 | 식품 의 유형 기타 가공품 ( 비 살균 제품 / 가열 하여 섭취 하는 냉동 식품 )|유통 기한 별도 표기 일 까지 보관 방법 -18 ℃ 이하 냉동 보관|포장 재질 폴리에틸렌 ( 내면 ) | 제조원|엘 에프 푸드 제천 ㈜|| 충북 제천시 제 2 바이오 밸리 로 2 길 23|| 유통 전문 판매원|( 주 ) 엘 에프 푸드 / 서울 특별시 강남구 언주 로 874 | 6 층|| 원재료 명 프로 볼론 & 모짜렐라 스트링 치즈 42.86 % [ 모짜렐라 치즈 95 % ( 외국산 : 미국 | 독일 | 호주 등 ) | 프로 볼론 치즈 4 % ( 미국 산 ) | 혼합 제제 ( 변성 전분 | 설탕 | 탈지 분유 ) ] | 기타 가공품 1 [ 곡류 가공 | 품 ( 밀 : 미국산 | 캐나다 산 ) | 마가린 ( 팜 에스테르 화유 : 말레이시아 산 ) | 쇼트닝 | 옥수수 전분 | 재제 소금 ] | 돼지 고기 ( 등심 / 국내산 ) | 정제 | 수 | 기타 가공품 2 [ 소맥분 ( 밀 : 미국산 | 호주산 ) | 변성 전분 | 감자전 분 ( 외국산 ) | 정제 소금 | 산도 조절제 ] | 식물성 유지 | 돈까스 용 배터 믹스 | 박력분 | 감자전 분 | 돈까스 용 염지 제 T | 마늘 분말 | 양파 분말 | 흑후추 분말 | 생강 분말 | 너트 맥 분말 우유 | 밀 | 대두 | 돼지 고기 | 계란 함유 * 본 제품 은 쇠고기 | 닭고기 | 새우 | 게 | 오징어 | 고등어 | 조개류 ( 굴 | 전복 | 홍합 포함 ) | 메밀 | 호두 | 땅콩 | 잣 | 알류 | 토마토 | 복숭아 | 아황 산류 를 사용한 제품 과 동일 시설 에서 제조 하고 있습니다 . * 이미 냉동 된 바 있으니 해동 후 재 냉동 을 하지 마십시오 . * 조리 시 조리 기구 가 과열 될 수 있으니 자리 를 뜨지 마시고 조리 과정 을 확인 하십시오 . * 제품 의 양과 조리 기구 의 종류 에 따라 조리 시간 이 | 다를 경우 가 있으므로 제품 이 익어 가는 상태 를 보면서 조리 하도 | 록 하십시오 . * 본 제품 은 공정 거래 위원회 고시 소비자 분쟁 해결|| 기준 에 의거 교환 또는 보상 받을 수 있습니다 . * 부정 · 불량 식품|| 신고 는 국번 없이 1399 * 반품 및 교환 : 판매원 및 구매처 * 고객|| 센터 : 1661-6153|모노 키친 통통 치즈 돈까스 ( 350g )
45.jpg,45,0,0,0,0,0,0,0,0,0,0,0,0,0,"식품 유형 원재료 명 원유 99.96%|( 국산 ) , 복합 유산균 0.04%|우유 함유 품목 보고 번호 2019045501831 반품 및 교환 본사 및 구입처 제조원%|농후 발효유 |내용량 |450g |총 내용량 450g | 100g 당 160kcal 100g 당 |1 일 영양 성분 기준치 에 대한 비율 |나트륨 |29.87mg 1%|행복 드림 영농 조합법 인 / 충청남도 논산시 강경읍 농공 단지 로 32 |탄수화물 |축산물 유통 전문 판매원 |4.8 g |1%|스위트 바이오 / 서울 영등포구 선유 로 49 길 4 703 호 |당류 |1.86 g |2%|용기 / 뚜껑 ( PP ) , 필름 ( OTHER ) |지방 |용기 재질 |10.69 g |유통 기한 제품 하단 표기 일 까지 |20%|트랜스 지방 |0g |0%|반드시 냉장 보관 ( 0 ~ 10 ℃ 이하 ) 하시고 , 개봉 후에 는 가급적 빨리 드 시기 바랍니다 . 간혹 발생 되는 맑은 액체 는 자연스럽게 발생 되는 유청 으로 품질 에는 이상 이 없습니다 . |포화 지방 |보관 및 주의 사항 |6g |41%|콜레스트롤 |35 mg |12%|단백질 |살균 방법 |90 ℃ 이상 에서 1 분 이상 살균 |11.42 g |21%|1 일 영양 성분 기준치 에 대한 비율 (%|) 은 2,000 kcal%|본 제품 은 공정 거래 위원회 고시 소비자 분쟁 해결 기준 에 의거 교환 또는 보상 을 받을 수 있습니다 . 부정 · 불량 식품 신고 는 국번 없이 1399 | 소비자 상담 1811-9015 ",6.5cm|Mid - day picnic|to|Greek day|16.5cm|500ml|Greek day .|Signature|그릭 데이 시그니처|720 kcal|200g Mokcao Fresne|제품명|그릭 데이 시그니처
46.jpg,46,0,0,0,0,0,0,1,0,0,0,0,0,0,,6.5cm|www|이목|우리 땅 에서 바르게 자라 신선 하고 맛있는|국내산 소고기|제품 : 무 / 차|구|중량 : 2000|등급 : 3 등급 이상 SPD|16.5cm|500ml|비가|원산지 : 국내산|현재 보험금 100 % 이력|도축장 식품|속|W|e tik sp|pe|St|TEE|제품명 : 육우 / 차돌박이|용|구이용 도 :|중|200g 량 :|급 : 3 등급 이상|유통 기한|식품 의 유형 : 포장육 ( 비가 열 )|원산지 : 국내산|보관 방법 냉동|원재료 및 함량 : 육우 100 %|이력 ( 묶음 ) 번호 :|품목 제조 보고 번호 : 2020038757817|도축장 :|유의 사항 신선도 유지 를 위해 흡습 계가 들어 있을 경우 제거 후 드 시기 바랍니다 .|냉동 제품 은 최후 가급적 재 냉동 하지 않길 바라며 해동 후 충분히 가열 처리 후 섭취 하시기 바랍니다 . 알레르기 유발 물질 인 돼지 고기 | 일 | 대두 를 사용한 제품 과 같은 제조 시설 에서 제조 하고 있습니다 . 공정 거 고시 소비자 분쟁 해결 기준 에 의거 교환 또는 보상 받으실수 있습 니다 . 불량 식품 신고 는 국번 없이 1988 고기 끼리 겹치게 되면 산소 가 공 급 되지 않아 검게 변할수 있으며 개봉 후 고기 와 산소 가 접촉 하게 되면|선홍색 으로 돌아 오게 되니 참고 해주 세|포장 재질 : PET.PE|제조원 & 판매원 : 더 푸드 시스템 ( 주 )|HACCP HACCP B|경기도 청주시 조조 를 고도로 193-2 더 푸드 시스템|T : 031-769-3383|AOARC 실시간|F : 031-769-8386|공장 에서 조선 인정 하고 발음 수 있는 소리 먹거리 LOPE|이목 국내산 소고기 차돌박이 구이용
